id_bien;id_commune;no_voie;type_voie;indice_repetition;voie;nombre_piece;surface_carrez;surface_reelle_bati;type_local
33304;95428;176;AV;;LA DIVISION LECLERC;3;72.63;70;Appartement
11914;54526;17;RUE;;JULES FERRY;5;72.65;74;Appartement
12776;59527;68;RUE;;SAINTE HELENE;3;72.65;71;Appartement
18447;75115;13;RUE;;FRANCOIS VILLON;4;72.65;70;Appartement
31622;94052;147;BD;T;DE STRASBOURG;4;72.65;70;Appartement
3396;13213;59;RUE;;NIELS BOHR;3;72.66;72;Appartement
18350;75114;8;RUE;;DU SAINT GOTHARD;3;72.66;69;Appartement
22197;77390;2;PL;;LA MARLIERE;3;72.66;72;Appartement
10616;45208;13;RUE;;GUDIN;3;72.68;88;Appartement
4757;28085;100;RUE;;SAINT BRICE;3;72.69;72;Appartement
15607;74010;13;AV;;DES HARMONIES;3;72.69;73;Appartement
20866;76351;12;RUE;;AUGUSTE DOLLFUS;3;72.69;71;Appartement
6948;33529;29;RUE;;MICHEL LABARTHE;4;72.7;73;Appartement
10857;47001;6;BD;;SYLVAIN DUMON;3;72.7;76;Appartement
11892;54482;2;RUE;;DE MAINVAUX;4;72.7;69;Appartement
15738;74123;27;PL;;GAMBETTA;3;72.7;72;Appartement
21155;76681;9001;RES;;VOLTAIRE;4;72.7;72;Appartement
28934;92050;42;AV;;VLADIMIR ILITCH LENINE;3;72.7;57;Appartement
32591;95051;155;CHS;;JULES CESAR;3;72.71;75;Appartement
466;05023;9;AV;;MAURICE PETSCHE;6;72.72;82;Appartement
11519;51454;39;ESP;;FLECHAMBAULT;3;72.72;73;Appartement
25242;83137;57;RUE;;DAILLON;2;72.72;79;Appartement
33893;974416;8;RUE;;ALBERT LUTHULI;3;72.73;70;Appartement
25715;85092;4;COUR;;DE LA PIE;3;72.74;74;Appartement
30822;94017;8;RUE;;DE VERDUN;5;72.74;72;Appartement
36;01034;3;RUE;;STE MARIE;4;72.75;73;Appartement
9355;42147;7;RUE;;DU PARC;3;72.75;70;Appartement
10319;44162;15;RUE;;DE LA JOHARDIERE;3;72.75;72;Maison
23981;78672;154;RTE;;DE MAROLLES;3;72.75;73;Appartement
26842;91228;301;QUAI;;AUX FLEURS;4;72.75;75;Appartement
31801;94060;26;RUE;;JEAN JAURES;4;72.75;72;Appartement
31802;94060;27;RUE;;D ANJOU;4;72.75;70;Maison
7381;34199;6;IMP;;SIMON DUCROS;1;72.76;82;Appartement
4931;28348;1;RUE;B;GEORGES CLOAREC;3;72.77;80;Maison
4388;25056;27;RUE;;DE VESOUL;4;72.78;72;Appartement
9085;40279;3;RUE;B;DE LA PAIX;3;72.78;73;Appartement
24552;83061;85;RUE;;D AURIASQUE;4;72.78;75;Appartement
30372;93066;1;PASS;;DU MOULIN BRISE ECHALAS;4;72.79;73;Appartement
578;06004;1039;CHE;;DES COMBES;3;72.8;72;Appartement
1733;06149;29;BD;;FRANCOIS SUAREZ;3;72.8;68;Appartement
26190;88253;21;RUE;;HAUTE;1;72.8;61;Appartement
28240;92025;42;RUE;B;ALEXIS BOUVIER;4;72.8;80;Maison
29942;93048;41;RUE;;DE ROMAINVILLE;4;72.8;73;Appartement
4286;22325;2;RUE;;DE LA VICTOIRE;3;72.81;70;Appartement
31799;94060;20;RUE;;DE FLANDRES;4;72.81;72;Maison
15326;71404;50;AV;;DE BOURGOGNE;4;72.82;75;Appartement
25667;84137;8331;RUE;;DES BARONNIES;3;72.82;74;Appartement
6067;33063;37;RUE;;DE LA FUSTERIE;1;72.83;60;Appartement
11493;51454;5;RUE;C;GERMAINE TILLION;4;72.83;73;Maison
13647;65059;10;RUE;;DE LORRY;3;72.83;59;Appartement
30708;94011;28;AV;;DE BOISSY;4;72.83;76;Appartement
33142;95313;2;RUE;;MELLET;3;72.83;77;Appartement
33905;2A004;3;RUE;;PAUL COLONNA D ISTRIA;3;72.83;73;Appartement
2139;10362;33;AV;;GEN GALLIENI;4;72.84;75;Appartement
5673;31555;9;RUE;;DES ROSES;4;72.84;74;Appartement
22085;77350;2;AV;;DU GENERAL DE GAULLE;3;72.85;73;Appartement
23400;78490;7;RUE;;DES EBISOIRES;3;72.85;73;Appartement
25668;84137;8331;RUE;;DES BARONNIES;3;72.85;72;Appartement
27054;91377;2;RUE;;DE MOSCOU;4;72.85;74;Appartement
12286;59009;6;CHE;;DES CRIEURS;4;72.86;76;Appartement
18955;75116;3;RUE;;DE LA POMPE;2;72.86;75;Appartement
22530;78092;2;RES;;TROIS FORETS;4;72.86;73;Appartement
4697;27229;13;RUE;;HENRI DUCY;3;72.87;72;Appartement
11386;51230;3;RUE;;CHAMP RETON;3;72.87;55;Appartement
12322;59122;11;RUE;D;ST LAZARE;4;72.87;74;Appartement
2472;11262;2;RUE;;DU COMMERCE;3;72.88;65;Appartement
2751;13086;4;RUE;;DU PONT;3;72.88;70;Appartement
18810;75116;1;VLA;;JOCELYN;2;72.88;76;Appartement
30028;93049;34;AV;;GEORGES CLEMENCEAU;3;72.89;72;Appartement
2026;08190;56;RUE;;DU LUXEMBOURG;4;72.9;65;Appartement
9128;40287;31;CHE;;DE LILLOT;4;72.9;70;Appartement
10292;44143;3;ALL;;LOUIS PERGAUD;4;72.9;73;Appartement
26238;88413;9;RUE;;DE L HERMITAGE;3;72.9;72;Appartement
26468;91097;30;;;CLOS DE LA HIBOUTIERE;4;72.9;73;Appartement
4262;22278;29;BD;F;LAENNEC;3;72.91;73;Appartement
9651;43089;4;AV;;PAUL BERARD;3;72.91;71;Appartement
13136;60395;1;AV;;JACQUES CARTIER;4;72.91;74;Appartement
17601;75111;59;RUE;;DE LA FONTAINE AU ROI;4;72.91;75;Appartement
29732;93032;3;SQ;;XAVIER MONTENY;4;72.92;71;Appartement
259;02722;12;AV;;THIERS;2;72.93;72;Appartement
2224;10387;31;AV;;MAJOR GEN GEORGES VANIER;4;72.93;72;Appartement
27632;91691;28;RUE;;PIERRE LOTI;3;72.93;73;Appartement
11317;51108;1;RUE;;DE LA CONGREGATION;3;72.94;70;Appartement
19622;75117;106;AV;;DES TERNES;5;72.94;105;Appartement
1716;06132;62;RUE;;LIEUTENANT JEAN REVELLI;2;72.95;43;Appartement
10214;44132;1;AV;;DE LA CHAPELLE;3;72.95;72;Appartement
14228;69244;26;CHE;;DE L AIGAS;3;72.95;65;Appartement
17119;75109;8;RUE;;BLANCHE;3;72.95;70;Appartement
31249;94038;123;RUE;;DE CHEVILLY;3;72.95;76;Appartement
6820;33449;105;AV;;MONTESQUIEU;3;72.96;125;Maison
12433;59350;133;RUE;;ROYALE;2;72.96;75;Appartement
14939;69385;8;RUE;B;DES AQUEDUCS;3;72.96;73;Appartement
22653;78146;3;RUE;B;DES ECOLES;3;72.96;72;Appartement
29223;92063;25;RUE;B;DU CHATEAU;4;72.96;83;Appartement
2450;11258;2;RUE;;DES LAVOIRS;4;72.97;73;Maison
4495;26058;30;RUE;;POMPERY;4;72.98;67;Appartement
15395;72181;42;RUE;;DE SAINT AUBIN;3;72.98;70;Appartement
4439;25293;1;RUE;B;DU CHALET;3;72.99;73;Appartement
13076;60176;2;PL;;GUSTAVE CHARPENTIER;3;72.99;74;Appartement
30310;93066;13;VLA;;ANATOLE FRANCE;3;72.99;71;Appartement
32555;95018;16;AV;;DU MARECHAL FOCH;4;72.99;72;Appartement
10798;45285;21;RUE;;DE LA BUTTE;3;73.01;86;Maison
28054;92022;24;RUE;;DE LA FONTAINE HENRI IV;4;73.01;66;Appartement
30616;94002;41;RUE;;RASPAIL;3;73.01;74;Appartement
31302;94041;17;RUE;;MICHELET;4;73.01;73;Appartement
18930;75116;31;RUE;;RAFFET;4;73.02;70;Appartement
28669;92044;48;RUE;;MARJOLIN;3;73.02;73;Appartement
30966;94021;70;AV;;DU GEN DE GAULLE;3;73.02;73;Appartement
4500;26058;89;RUE;;ROGER SALENGRO;3;73.03;74;Appartement
13219;60612;3;RUE;;BERLIOZ;4;73.03;74;Appartement
22253;77445;10;RUE;;ALFRED DE MUSSET;5;73.03;78;Maison
4172;22168;9002;PL;;DE L HOTEL DE VILLE;3;73.04;72;Appartement
11541;51454;5;AV;;DE LAON;3;73.04;65;Appartement
14325;69264;528;RUE;;NATIONALE;3;73.04;90;Appartement
2857;13202;2;RUE;;FRANCOIS MASSABO;3;73.05;71;Appartement
5502;31113;14;AV;;DU DOCTEUR LOUIS DELHERM;4;73.05;74;Appartement
6607;33249;9001;RES;;LA BACHELLERIE;4;73.05;74;Appartement
34098;2A249;5000;;;VIGNA MAJO;3;73.05;74;Appartement
14301;69264;237;RUE;;CLAUDIUS SAVOYE;4;73.06;71;Appartement
17405;75110;8;BD;;DE STRASBOURG;2;73.06;72;Appartement
27464;91589;6;PL;;DE LA GARE;3;73.06;80;Appartement
28257;92025;118;AV;;DE STALINGRAD;3;73.06;68;Appartement
1363;06088;19;BD;;RAIMBALDI;3;73.07;85;Appartement
11256;50218;32;RES;;DU STADE;4;73.07;72;Appartement
24859;83106;99;RUE;;LOUIS MARTIN;3;73.07;73;Appartement
26657;91179;23;AV;;GABRIELLE D'ESTREES;3;73.07;72;Appartement
28660;92044;3;RUE;;CARNOT;2;73.07;76;Appartement
8304;38185;16;RUE;;AIME BEREY;4;73.08;73;Appartement
12253;58194;2;RUE;;LOUIS PERGAUD;4;73.08;73;Appartement
1500;06088;51;AV;;CORNICHE FLEURIE;4;73.09;73;Appartement
21954;77305;39;RUE;;DE CHAMP MORT;4;73.09;73;Maison
23264;78423;20;RUE;;DE BREHAT;3;73.09;72;Appartement
24690;83069;24;AV;;1ERE DIVISION BROSSET;3;73.09;70;Appartement
5163;30133;302;RUE;;PAUL VALERY;4;73.1;87;Appartement
8414;38185;13;PL;;GUSTAVE RIVET;3;73.1;77;Appartement
19743;75118;12;RUE;;PIERRE BUDIN;4;73.1;70;Appartement
25564;84036;1;RUE;;DE L HORLOGE;3;73.1;73;Appartement
6259;33069;19;RUE;;BAUDIN;1;73.11;27;Appartement
9260;41269;28;RUE;;DU CHANGE;3;73.11;82;Appartement
16851;75108;2;RUE;;TRONCHET;3;73.11;73;Appartement
32129;94074;17;RUE;;ANATOLE FRANCE;3;73.11;72;Maison
33654;95607;2;PL;;DE LA SEINE;3;73.11;72;Appartement
5866;33011;17;AV;;DES TOURTERELLES;4;73.12;66;Appartement
8440;38185;77;CRS;B;JEAN JAURES;3;73.12;68;Appartement
2027;08190;171;ALL;;DES TOURTERELLES;3;73.13;62;Maison
20615;75120;44;RUE;;SORBIER;3;73.13;73;Appartement
27507;91645;6;RES;;CLOS DE VERRIERES;4;73.14;74;Appartement
18236;75114;20;RUE;;DU COMMANDT RENE MOUCHOTTE;3;73.15;66;Appartement
8637;38421;12;RUE;;TRISTAN CORBIERE;4;73.16;73;Appartement
21273;77055;28;ALL;;DES BOCAGES;3;73.16;71;Appartement
27682;92002;194;RUE;;DES RABATS;4;73.16;72;Appartement
28821;92049;41;RUE;;CARVES;4;73.16;73;Appartement
33136;95306;44;AV;;DES ADAGES;4;73.16;72;Maison
24044;79191;30;RUE;;BASSE;3;73.17;68;Appartement
2656;13027;25;RES;;LE GRAND VERGER;4;73.18;73;Maison
4676;26362;19;AV;;DE L YSER;4;73.18;74;Appartement
20441;75119;75;AV;;SIMON BOLIVAR;3;73.18;74;Appartement
7419;34301;10;RUE;;MIRABEAU;4;73.19;70;Appartement
22360;77470;8;CLOS;;DES PEUPLIERS;4;73.19;74;Maison
11814;54395;3;RUE;;DU CHEMIN BLANC;4;73.2;67;Appartement
11966;54580;14;RUE;;GARIBALDI;3;73.2;73;Appartement
27680;92002;191;RUE;;DES RABATS;5;73.2;72;Appartement
2603;13005;9001;RES;;CLE DES CHAMPS;4;73.21;75;Appartement
7461;34301;4;RUE;;ROUGET DE LISLE;3;73.21;75;Appartement
28304;92026;28;RUE;;JULES FERRY;3;73.21;74;Appartement
4526;26114;28;RUE;;JUSTIN JOUVE;3;73.23;70;Appartement
14164;69199;81;AV;;JEAN JAURES;3;73.23;74;Appartement
17660;75111;8;RUE;;DE LA FONTAINE AU ROI;3;73.23;82;Appartement
6013;33063;19;RUE;;DE LURBE;4;73.24;79;Appartement
27282;91494;2;RUE;B;DES CAPETTES;4;73.24;78;Appartement
29736;93032;1;RUE;;ANDRE GERARDIN;4;73.24;74;Appartement
6870;33522;232;RUE;;DE SUZON;4;73.25;68;Appartement
12059;56098;3;RUE;;JEAN PHILIPPE RAMEAU;4;73.25;73;Appartement
18511;75115;192;RUE;B;DE VAUGIRARD;3;73.25;70;Appartement
24633;83069;36;RUE;;EUGENIE;4;73.25;66;Appartement
31528;94046;14;AV;;DU PROFESSEUR CADIOT;4;73.25;73;Appartement
15894;74280;3;RUE;;DE L HERMITAGE;3;73.26;75;Appartement
23426;78498;17;RUE;;MARYSE BASTIE;3;73.28;71;Appartement
14533;69286;1;PL;;GEORGE SAND;4;73.29;71;Appartement
24715;83069;111;ALL;;PRINCE EDOUARD;4;73.29;73;Appartement
2184;10387;3;RUE;;DE LA TRINITE;1;73.3;73;Appartement
4692;27056;33;RUE;;GENERAL DE GAULLE;4;73.3;71;Appartement
2986;13204;273;BD;;CHAVE;4;73.31;78;Appartement
4093;22050;13;RUE;;DE LA FERRONNERIE;2;73.31;89;Appartement
19644;75117;25;AV;;DE SAINT OUEN;4;73.31;68;Appartement
28272;92026;6;SQ;;HENRI REGNAULT;3;73.31;70;Appartement
28733;92044;23;AV;;ANDRE MALRAUX;3;73.31;70;Appartement
29673;93029;103;RUE;;DE LA REPUBLIQUE;5;73.31;72;Appartement
5263;30189;11;RUE;;DES BENEDICTINS;3;73.32;73;Appartement
13724;65440;24;BD;;HENRI IV;3;73.32;71;Appartement
20454;75119;12;ALL;;LOUISE LABE;3;73.32;71;Appartement
27190;91458;5082;RUE;;DU BOIS CLAIR;4;73.32;69;Appartement
5847;33009;8;AV;;STE MARIE;3;73.33;73;Appartement
12176;56178;23;RUE;;LUCIE AUBRAC;3;73.33;80;Maison
27265;91477;9001;CHE;;DES TERRES ROUGES;4;73.33;82;Appartement
1742;06151;5346;;;LE VILLAGE;4;73.34;88;Appartement
4578;26252;3;RUE;;JEAN LURCAT;4;73.34;72;Appartement
18366;75114;189;BD;;BRUNE;3;73.34;71;Appartement
17744;75111;46;BD;;BEAUMARCHAIS;3;73.35;73;Appartement
19110;75116;56;BD;;EXELMANS;4;73.35;73;Appartement
7941;35288;8;RUE;;DE TOULOUSE;3;73.36;70;Appartement
12508;59350;4;RUE;;CORBET;4;73.36;71;Appartement
23374;78490;13;RUE;;DES PEUPLIERS;4;73.36;72;Appartement
811;06027;3;AV;;DU DOMAINE DU LOUP;3;73.37;74;Appartement
4822;28085;7;RUE;;SALVADOR ALLENDE;3;73.37;75;Appartement
10020;44109;4;RUE;;JEANNE D ARC;3;73.37;70;Appartement
18700;75115;71;RUE;;DU THEATRE;4;73.37;72;Appartement
28682;92044;57;RUE;;P VAILLANT COUTURIER;3;73.37;72;Appartement
33920;2A004;9029;RUE;;PAUL COLONNA D ISTRIA;3;73.37;70;Appartement
800;06027;9058;CHE;;DU VAL DE CAGNES;2;73.38;50;Maison
25431;84007;14;RUE;;ANDRE CHAMSON;3;73.38;75;Appartement
26888;91272;9001;CHE;;DES SABLONS;3;73.38;78;Appartement
14609;69381;19;RUE;;DESIREE;4;73.39;76;Appartement
21629;77202;13;RTE;B;DE LA GENEVRAYE;3;73.39;73;Maison
24637;83069;51;RUE;;DU SOLDAT FERRARI;4;73.39;75;Appartement
4484;26057;3;RUE;;DE L EGLISE;3;73.4;73;Appartement
6451;33199;2;RUE;;GAMBETTA;1;73.4;66;Appartement
23020;78358;11;RUE;;DE L ENTENTE CORDIALE;4;73.4;76;Appartement
23795;78640;4;RUE;;HENRI RABOURDIN;3;73.4;72;Appartement
24043;79191;2;RUE;;PAUL FRANCOIS PROUST;3;73.4;115;Appartement
25171;83130;9;RUE;;EMILE FUNEL;3;73.41;74;Appartement
30230;93062;2;ALL;;DE MONTFERMEIL;5;73.42;75;Appartement
1446;06088;1;AV;;CHATEAUBRIAND;3;73.43;74;Appartement
22533;78092;5;RES;;TROIS FORETS;4;73.43;73;Appartement
4030;18141;5;IMP;;DE L ANNAIN;4;73.45;78;Maison
8670;38423;5;RUE;;PIERRE SEMARD;4;73.45;77;Appartement
11049;49007;12;PL;;DE LA PAIX;4;73.45;59;Appartement
16067;75102;36;RUE;;DE CLERY;3;73.45;67;Appartement
20156;75118;110;BD;;DE CLICHY;3;73.45;73;Appartement
30996;94022;44;RUE;;CAMILLE DESMOULINS;3;73.45;52;Maison
2022;08105;18;AV;;DU MUGUET;3;73.46;73;Appartement
15752;74136;7030;RTE;;DU CHINAILLON;4;73.46;74;Appartement
18568;75115;2;RUE;;HENRI DUCHENE;4;73.46;68;Appartement
30005;93048;70;AV;;FAIDHERBE;3;73.46;73;Appartement
14423;69266;66;RUE;;DEDIEU;3;73.47;66;Appartement
33052;95268;4;RUE;;JEAN GOUJON;3;73.47;70;Appartement
336;04070;15;CHE;;DES AJONCS;4;73.48;75;Appartement
1923;07055;8;;;LES MELEZES;3;73.48;74;Maison
3589;14220;6;AV;;ROGER DELIENCOURT;3;73.48;72;Appartement
17227;75110;21;RUE;;DU FBG SAINT DENIS;4;73.48;65;Appartement
22962;78322;10;RUE;;DE LA LIBERATION;5;73.49;123;Maison
24527;83053;111;RTE;;DE TOULON;3;73.49;77;Appartement
208;02408;13;RUE;;VINCHON;3;73.5;65;Appartement
3349;13212;22;BD;;DE LA COMTESSE;3;73.5;73;Appartement
8803;39013;;;;LA VILLE;3;73.5;69;Appartement
24562;83061;713;AV;;DE PROVENCE;3;73.5;76;Appartement
4986;29019;3;RUE;;FAUTRAS;4;73.51;75;Appartement
15861;74250;1065;AV;;DES ARAVIS;3;73.51;75;Appartement
20565;75120;31;RUE;;DES ENVIERGES;4;73.51;72;Appartement
22094;77350;99;AV;;DU GENERAL DE GAULLE;3;73.51;74;Appartement
26323;89387;13;BD;;DU CENTENAIRE;3;73.51;73;Appartement
4648;26362;38;RUE;;DES FRERES MONTGOLFIER;4;73.52;76;Appartement
8393;38185;5;RUE;;VICAT;3;73.52;72;Appartement
14912;69385;157;RUE;;JOLIOT CURIE;3;73.52;79;Appartement
26007;87075;78;AV;;DE LIMOGES;4;73.52;72;Maison
27486;91617;1;RUE;;GALILEE;3;73.52;71;Appartement
826;06027;9;ALL;;DES JONCS;3;73.53;80;Appartement
28034;92020;117;BD;;DE VANVES;3;73.53;71;Appartement
32346;94080;53;RUE;;DES LAITIERES;3;73.53;73;Appartement
9239;41018;5;AV;;DU DOC JEAN LAIGRET;4;73.54;74;Appartement
19518;75117;6;RUE;;BREY;3;73.54;76;Appartement
25167;83130;68;RUE;;DE LA REPUBLIQUE;3;73.54;66;Appartement
6505;33214;9024;RES;;DU LAC;4;73.55;72;Maison
8150;37261;1;MAIL;;SUZANNE VALADON;4;73.55;72;Appartement
11721;54323;18;RUE;;DU VENTOUX;3;73.55;69;Maison
14729;69382;26;CRS;;BAYARD;1;73.55;33;Appartement
25033;83126;8;QUAI;;SATURNIN FABRE;3;73.55;80;Appartement
26597;91161;3;;;RES FONT JONC RUE MARAIS;3;73.55;73;Appartement
12234;56262;34;RUE;;EDOUARD HERRIOT;3;73.56;75;Appartement
24240;82121;10;RUE;;D ELIE;4;73.56;76;Appartement
25289;83137;1516;CHEM;A;VX CHEMIN DE STE MUSSE;5;73.56;78;Maison
4568;26220;61;AV;;PAUL LAURENS;3;73.57;74;Appartement
7617;35055;26;AV;;DE BRETAGNE;3;73.57;72;Appartement
29947;93048;50;RUE;;DE LA REVOLUTION;3;73.57;70;Appartement
5475;30351;1;AV;;DU DOCTEUR PAUL GACHE;4;73.58;73;Appartement
6779;33366;55;RTE;;DE BOURG;4;73.58;73;Appartement
8635;38421;11;RUE;;ANDRE CHENIER;4;73.58;72;Appartement
9346;42127;46;RUE;;VICTOR HUGO;3;73.58;71;Appartement
11111;49099;2;ALL;;RUBENS;4;73.58;76;Appartement
32994;95252;1;RUE;;DU GROS CHENE;4;73.58;72;Appartement
34099;2A249;9001;;;HAMEAUX DE PROPRIANO;4;73.58;73;Appartement
569;06004;1140;RTE;;DE SAINT JEAN;3;73.59;75;Appartement
3256;13210;113;TRA;;CHEVALIER;4;73.59;74;Appartement
24717;83069;25;ALL;;MARIE DES LIONS;3;73.59;76;Appartement
1422;06088;12;AV;;LOUIS COCHOIS;4;73.6;78;Appartement
4021;18033;4;IMP;;PELLETIER DOISY;4;73.6;72;Appartement
11517;51454;12;ESP;;PAUL CEZANNE;4;73.6;74;Appartement
20764;76103;12;RUE;;GEORGES GUYNEMER;3;73.6;73;Appartement
23392;78490;3;RUE;;DE LA HAISE;4;73.6;76;Appartement
24011;78686;9;RUE;;RACINE;4;73.6;85;Appartement
30021;93049;131;AV;;DU MARECHAL FOCH;4;73.6;74;Appartement
30483;93072;4;ALL;;PAUL LANGEVIN;4;73.6;73;Appartement
32080;94073;12;RUE;;JULES GOURIE;2;73.6;61;Appartement
33077;95277;4;RES;;JEAN SEBASTIEN BACH;3;73.6;74;Appartement
1543;06088;104;ACH;;ANC CHE DE LA LANTERNE;3;73.61;74;Appartement
6083;33063;43;RUE;;PAUL LOUIS LANDE;3;73.62;68;Appartement
10264;44143;1;RUE;;BENJAMIN PERRET;4;73.62;80;Appartement
19801;75118;16;RUE;;DAMREMONT;3;73.62;84;Appartement
5998;33063;173;RUE;;DE L ECOLE NORMALE CAUD;3;73.63;77;Maison
4414;25056;83;RUE;A;DE BELFORT;3;73.64;75;Appartement
15175;69389;42;RUE;;DU BOURBONNAIS;3;73.64;73;Appartement
17760;75111;103;AV;;PHILIPPE AUGUSTE;3;73.64;62;Appartement
257;02722;2;BD;B;EDOUARD BRANLY;3;73.65;73;Appartement
2830;13201;3;PAS;;TIMON DAVID;3;73.65;66;Appartement
3417;13213;89;CHE;;DES JONQUILLES;4;73.65;73;Maison
4610;26281;28;AV;;DUCHESNE;4;73.65;75;Appartement
4768;28085;13;RUE;;SALVADOR ALLENDE;3;73.65;76;Appartement
21514;77132;2;RUE;;DE ROHAN;3;73.65;73;Appartement
29439;92075;22;RUE;;MARCEAU;3;73.65;73;Appartement
34046;2A139;16;RES;;L'ORTU DI L'OSU;3;73.65;76;Appartement
10524;44211;27;BD;;BELLANGER;4;73.66;74;Appartement
10621;45208;7;RUE;;DU CANAL;3;73.66;71;Appartement
11513;51454;3;PL;;GASTON POITEVIN;4;73.66;72;Appartement
33452;95555;9;PL;;ALBERT CAMUS;4;73.66;73;Appartement
1329;06088;156;COR;A;DES OLIVIERS;3;73.67;76;Maison
10136;44109;30;BD;;BABIN CHEVAYE;3;73.67;73;Appartement
27829;92009;1;RUE;;CHARLES CHEFSON;3;73.67;74;Appartement
3303;13211;5069;BD;F;BEZOMBES;4;73.69;74;Appartement
33703;972205;1760;LOT;F;LES CITRONNELLES;4;73.69;66;Maison
3640;14338;1;RUE;;HIPPOLYTE TOUPET;3;73.7;75;Appartement
11369;51172;1;RUE;;PIERRE CURIE;3;73.7;73;Appartement
21232;77018;50;BD;;DES ECOLES;4;73.7;75;Maison
23791;78640;30;RUE;;DE VILLACOUBLAY;2;73.7;73;Appartement
1163;06088;12;RUE;;EMMANUEL PHILIBERT;5;73.71;71;Appartement
19029;75116;6;RUE;;ROBERT LE COIN;3;73.71;74;Appartement
20358;75119;6;RUE;;D HAUTPOUL;3;73.71;74;Appartement
28903;92050;48;RUE;;DES ALOUETTES;3;73.71;60;Maison
32943;95219;4;RUE;;JEAN JACQUES ROUSSEAU;4;73.71;72;Appartement
12828;59606;86;RUE;;DE FAMARS;3;73.72;75;Appartement
14960;69385;49;AV;;BARTHELEMY BUYER;4;73.72;73;Appartement
28294;92026;1;RUE;;DE COLOMBES;3;73.72;80;Appartement
33374;95500;19;RUE;;DE BRETAGNE;4;73.72;74;Maison
4758;28085;100;RUE;;SAINT BRICE;3;73.73;72;Appartement
11835;54395;84;RUE;;CHARLES KELLER;4;73.73;90;Appartement
11869;54395;11;;;PROMENADE DES CANAUX;3;73.73;73;Appartement
14780;69383;50;RUE;;ETIENNE RICHERAND;3;73.74;73;Appartement
21998;77307;8;ALL;;DES BOSQUETS;4;73.74;76;Appartement
26027;87085;23;RUE;;DES TANNERIES;2;73.74;74;Appartement
29120;92062;22;RUE;;DE L OASIS;3;73.74;74;Appartement
27922;92012;20;BD;;DE LA REPUBLIQUE;3;73.75;74;Appartement
1656;06123;7;RUE;;ALBERT CAMUS;3;73.76;80;Appartement
11935;54547;16;RUE;;D ALSACE;5;73.76;73;Appartement
147;01313;247;CHE;;DE PRE DE PLANCHE;4;73.77;77;Maison
5840;33009;28;AV;;GAMBETTA;3;73.77;77;Appartement
6659;33281;6;RUE;;DES VIOLETTES;4;73.77;75;Appartement
17063;75109;43;RUE;;SAINT GEORGES;1;73.77;13;Appartement
21887;77288;2;RUE;;EMILE LECLERC;5;73.77;74;Appartement
23051;78358;45;AV;B;LE KAIN;3;73.77;71;Appartement
29878;93048;11;RUE;;DIDEROT;3;73.77;76;Appartement
550;06004;15;RUE;;THURET;4;73.78;75;Appartement
26189;88225;58;RUE;;DE LA XAVEE;4;73.78;74;Appartement
7176;34079;11;RUE;;LAMARTINE;2;73.79;74;Appartement
22731;78165;5;ALL;;DE L AQUEDUC;4;73.79;74;Appartement
28837;92049;44;PL;;JULES FERRY;2;73.79;47;Appartement
10348;44162;9;RUE;;DU DOCTEUR ALFRED CORLAY;4;73.8;74;Appartement
12102;56121;19;RUE;;DOC VILLERS;4;73.8;73;Appartement
12113;56121;34;RUE;;BRIZEUX;3;73.8;72;Appartement
25377;83144;126;AV;;GREN D EMPIRE CH. CHABAUD;3;73.8;76;Appartement
30939;94019;1;AV;;CLAUDE DEBUSSY;4;73.8;74;Appartement
19900;75118;34;RUE;A;JOSEPH DE MAISTRE;3;73.81;74;Appartement
22517;78089;1;RUE;;THIERS;3;73.81;50;Maison
22784;78172;5;ALL;;DES GRENATS;3;73.81;74;Appartement
31353;94042;4;RUE;;HALIFAX;3;73.81;76;Appartement
4628;26362;105;RUE;;DES ALPES;3;73.82;73;Appartement
34049;2A139;5839;DOM;;DE SAINT CYPRIEN;4;73.82;80;Appartement
9628;42302;23;RUE;;DES ECOLES;3;73.83;74;Appartement
16185;75103;39;RUE;;NOTRE DAME DE NAZARETH;3;73.83;74;Appartement
8842;39411;1;;;CONDAMINE;4;73.84;60;Appartement
33496;95572;19;RUE;;DE FRANCE;4;73.84;67;Appartement
33639;95607;38;RUE;;PIERRE BEREGOVOY;4;73.84;73;Appartement
3506;13215;48;AV;;DE ST LOUIS;5;73.85;75;Appartement
7495;34301;9077;CITE;;DU CHATEAU VERT;5;73.85;78;Appartement
14200;69215;90;PL;;CLAUDE BERNARD;2;73.85;81;Appartement
32731;95127;22;AV;;DE L ORANGERIE;4;73.85;77;Appartement
3313;13211;79;BD;;DE LA POMME;3;73.86;74;Appartement
6182;33063;108;CRS;B;SAINT LOUIS;3;73.86;74;Appartement
10276;44143;50;RUE;;EMILE ZOLA;4;73.86;74;Appartement
17882;75112;270;RUE;;DU FBG ST ANTOINE;1;73.86;16;Appartement
29714;93031;120;AV;;DE LA MARNE;3;73.86;70;Appartement
3523;13216;1;BD;;ROGER CHIEUSSE;4;73.87;74;Appartement
13506;64284;28;RUE;;LOUIS DARAN;4;73.87;68;Appartement
14705;69382;67;RUE;;PDT EDOUARD HERRIOT;3;73.87;75;Appartement
21266;77053;1;AV;;DU PARC;5;73.87;73;Appartement
23286;78423;15;BD;;DESCARTES;3;73.87;71;Appartement
30240;93062;8;ALL;;DE L EGLISE;3;73.87;73;Appartement
30745;94016;12;RUE;;RASPAIL;2;73.87;68;Appartement
